group,subgroup,month,services
M6 Psychological Therapy Services,1 No subgroup,Jan-10,"64,365"
M6 Psychological Therapy Services,1 No subgroup,Feb-10,"87,235"
M6 Psychological Therapy Services,1 No subgroup,Mar-10,"107,358"
M6 Psychological Therapy Services,1 No subgroup,Apr-10,"90,483"
M6 Psychological Therapy Services,1 No subgroup,May-10,"101,798"
M6 Psychological Therapy Services,1 No subgroup,Jun-10,"101,213"
M6 Psychological Therapy Services,1 No subgroup,Jul-10,"100,118"
M6 Psychological Therapy Services,1 No subgroup,Aug-10,"104,841"
M6 Psychological Therapy Services,1 No subgroup,Sep-10,"106,172"
M6 Psychological Therapy Services,1 No subgroup,Oct-10,"99,919"
M6 Psychological Therapy Services,1 No subgroup,Nov-10,"110,219"
M6 Psychological Therapy Services,1 No subgroup,Dec-10,"99,269"
M6 Psychological Therapy Services,1 No subgroup,Jan-11,"73,934"
M6 Psychological Therapy Services,1 No subgroup,Feb-11,"102,786"
M6 Psychological Therapy Services,1 No subgroup,Mar-11,"126,539"
M6 Psychological Therapy Services,1 No subgroup,Apr-11,"104,229"
M6 Psychological Therapy Services,1 No subgroup,May-11,"121,209"
M6 Psychological Therapy Services,1 No subgroup,Jun-11,"121,015"
M6 Psychological Therapy Services,1 No subgroup,Jul-11,"111,917"
M6 Psychological Therapy Services,1 No subgroup,Aug-11,"128,891"
M6 Psychological Therapy Services,1 No subgroup,Sep-11,"124,725"
M6 Psychological Therapy Services,1 No subgroup,Oct-11,"115,476"
M6 Psychological Therapy Services,1 No subgroup,Nov-11,"109,850"
M6 Psychological Therapy Services,1 No subgroup,Dec-11,"90,140"
M6 Psychological Therapy Services,1 No subgroup,Jan-12,"78,934"
M6 Psychological Therapy Services,1 No subgroup,Feb-12,"113,961"
M6 Psychological Therapy Services,1 No subgroup,Mar-12,"131,458"
M6 Psychological Therapy Services,1 No subgroup,Apr-12,"109,686"
M6 Psychological Therapy Services,1 No subgroup,May-12,"140,194"
M6 Psychological Therapy Services,1 No subgroup,Jun-12,"122,857"
M6 Psychological Therapy Services,1 No subgroup,Jul-12,"123,253"
M6 Psychological Therapy Services,1 No subgroup,Aug-12,"133,568"
M6 Psychological Therapy Services,1 No subgroup,Sep-12,"125,069"
M6 Psychological Therapy Services,1 No subgroup,Oct-12,"134,740"
M6 Psychological Therapy Services,1 No subgroup,Nov-12,"139,492"
M6 Psychological Therapy Services,1 No subgroup,Dec-12,"114,674"
M6 Psychological Therapy Services,1 No subgroup,Jan-13,"98,877"
M6 Psychological Therapy Services,1 No subgroup,Feb-13,"126,912"
M6 Psychological Therapy Services,1 No subgroup,Mar-13,"135,115"
M6 Psychological Therapy Services,1 No subgroup,Apr-13,"135,764"
M6 Psychological Therapy Services,1 No subgroup,May-13,"156,669"
M6 Psychological Therapy Services,1 No subgroup,Jun-13,"133,461"
M6 Psychological Therapy Services,1 No subgroup,Jul-13,"144,061"
M6 Psychological Therapy Services,1 No subgroup,Aug-13,"145,666"
M6 Psychological Therapy Services,1 No subgroup,Sep-13,"136,066"
M6 Psychological Therapy Services,1 No subgroup,Oct-13,"144,216"
M6 Psychological Therapy Services,1 No subgroup,Nov-13,"140,418"
M6 Psychological Therapy Services,1 No subgroup,Dec-13,"115,951"
M6 Psychological Therapy Services,1 No subgroup,Jan-14,"110,178"
M6 Psychological Therapy Services,1 No subgroup,Feb-14,"144,327"
M6 Psychological Therapy Services,1 No subgroup,Mar-14,"161,992"
M6 Psychological Therapy Services,1 No subgroup,Apr-14,"147,888"
M6 Psychological Therapy Services,1 No subgroup,May-14,"170,615"
M6 Psychological Therapy Services,1 No subgroup,Jun-14,"150,640"
M6 Psychological Therapy Services,1 No subgroup,Jul-14,"159,911"
M6 Psychological Therapy Services,1 No subgroup,Aug-14,"151,328"
M6 Psychological Therapy Services,1 No subgroup,Sep-14,"155,007"
M6 Psychological Therapy Services,1 No subgroup,Oct-14,"157,965"
M6 Psychological Therapy Services,1 No subgroup,Nov-14,"148,637"
M6 Psychological Therapy Services,1 No subgroup,Dec-14,"135,858"
M6 Psychological Therapy Services,1 No subgroup,Jan-15,"116,764"
M6 Psychological Therapy Services,1 No subgroup,Feb-15,"156,867"
M6 Psychological Therapy Services,1 No subgroup,Mar-15,"180,604"
M6 Psychological Therapy Services,1 No subgroup,Apr-15,"161,165"
M6 Psychological Therapy Services,1 No subgroup,May-15,"174,836"
M6 Psychological Therapy Services,1 No subgroup,Jun-15,"171,334"
M6 Psychological Therapy Services,1 No subgroup,Jul-15,"171,673"
M6 Psychological Therapy Services,1 No subgroup,Aug-15,"166,575"
M6 Psychological Therapy Services,1 No subgroup,Sep-15,"165,707"
M6 Psychological Therapy Services,1 No subgroup,Oct-15,"165,330"
M6 Psychological Therapy Services,1 No subgroup,Nov-15,"167,618"
M6 Psychological Therapy Services,1 No subgroup,Dec-15,"145,919"
M6 Psychological Therapy Services,1 No subgroup,Jan-16,"118,090"
M6 Psychological Therapy Services,1 No subgroup,Feb-16,"178,340"
M6 Psychological Therapy Services,1 No subgroup,Mar-16,"190,277"
M6 Psychological Therapy Services,1 No subgroup,Apr-16,"181,516"
M6 Psychological Therapy Services,1 No subgroup,May-16,"199,538"
M6 Psychological Therapy Services,1 No subgroup,Jun-16,"186,523"
M6 Psychological Therapy Services,1 No subgroup,Jul-16,"172,231"
M6 Psychological Therapy Services,1 No subgroup,Aug-16,"191,312"
M6 Psychological Therapy Services,1 No subgroup,Sep-16,"170,422"
M6 Psychological Therapy Services,1 No subgroup,Oct-16,"162,893"
M6 Psychological Therapy Services,1 No subgroup,Nov-16,"187,005"
M6 Psychological Therapy Services,1 No subgroup,Dec-16,"139,491"
M6 Psychological Therapy Services,1 No subgroup,Jan-17,"140,359"
M6 Psychological Therapy Services,1 No subgroup,Feb-17,"188,343"
M6 Psychological Therapy Services,1 No subgroup,Mar-17,"218,293"
M6 Psychological Therapy Services,1 No subgroup,Apr-17,"167,276"
M6 Psychological Therapy Services,1 No subgroup,May-17,"222,181"
M6 Psychological Therapy Services,1 No subgroup,Jun-17,"202,846"
M6 Psychological Therapy Services,1 No subgroup,Jul-17,"184,022"
M6 Psychological Therapy Services,1 No subgroup,Aug-17,"208,883"
M6 Psychological Therapy Services,1 No subgroup,Sep-17,"179,413"
M6 Psychological Therapy Services,1 No subgroup,Oct-17,"189,016"
M6 Psychological Therapy Services,1 No subgroup,Nov-17,"197,915"
M6 Psychological Therapy Services,1 No subgroup,Dec-17,"149,503"
M6 Psychological Therapy Services,1 No subgroup,Jan-18,"150,832"
M6 Psychological Therapy Services,1 No subgroup,Feb-18,"196,049"
M6 Psychological Therapy Services,1 No subgroup,Mar-18,"217,869"
M6 Psychological Therapy Services,1 No subgroup,Apr-18,"189,540"
M6 Psychological Therapy Services,1 No subgroup,May-18,"233,994"
M6 Psychological Therapy Services,1 No subgroup,Jun-18,"205,646"
M6 Psychological Therapy Services,1 No subgroup,Jul-18,"201,747"
M6 Psychological Therapy Services,1 No subgroup,Aug-18,"222,097"
M6 Psychological Therapy Services,1 No subgroup,Sep-18,"187,852"
M6 Psychological Therapy Services,1 No subgroup,Oct-18,"203,484"
M6 Psychological Therapy Services,1 No subgroup,Nov-18,"208,586"
M6 Psychological Therapy Services,1 No subgroup,Dec-18,"154,711"
M6 Psychological Therapy Services,1 No subgroup,Jan-19,"158,853"
M6 Psychological Therapy Services,1 No subgroup,Feb-19,"209,584"
M6 Psychological Therapy Services,1 No subgroup,Mar-19,"223,388"
M6 Psychological Therapy Services,1 No subgroup,Apr-19,"203,149"
M6 Psychological Therapy Services,1 No subgroup,May-19,"241,628"
M6 Psychological Therapy Services,1 No subgroup,Jun-19,"207,817"
M6 Psychological Therapy Services,1 No subgroup,Jul-19,"218,550"
M6 Psychological Therapy Services,1 No subgroup,Aug-19,"225,542"
M6 Psychological Therapy Services,1 No subgroup,Sep-19,"203,576"
M6 Psychological Therapy Services,1 No subgroup,Oct-19,"215,468"
M6 Psychological Therapy Services,1 No subgroup,Nov-19,"209,588"
M6 Psychological Therapy Services,1 No subgroup,Dec-19,"163,303"
M6 Psychological Therapy Services,1 No subgroup,Jan-20,"168,011"
M6 Psychological Therapy Services,1 No subgroup,Feb-20,"218,964"
M6 Psychological Therapy Services,1 No subgroup,Mar-20,"205,406"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-06,"5,573"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-06,"21,694"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-07,"31,346"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-07,"49,567"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-07,"70,448"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-07,"64,842"
M7 Focussed Psychological Strategies,1 No subgroup,May-07,"93,290"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-07,"89,103"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-07,"93,255"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-07,"103,320"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-07,"98,354"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-07,"107,105"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-07,"114,588"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-07,"102,686"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-08,"83,760"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-08,"109,096"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-08,"112,346"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-08,"127,615"
M7 Focussed Psychological Strategies,1 No subgroup,May-08,"134,112"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-08,"126,741"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-08,"141,158"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-08,"131,381"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-08,"135,045"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-08,"145,975"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-08,"136,179"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-08,"138,629"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-09,"110,299"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-09,"137,417"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-09,"161,377"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-09,"154,017"
M7 Focussed Psychological Strategies,1 No subgroup,May-09,"164,752"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-09,"164,996"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-09,"174,156"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-09,"167,788"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-09,"174,551"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-09,"172,132"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-09,"170,454"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-09,"164,875"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-10,"121,842"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-10,"161,900"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-10,"199,507"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-10,"169,042"
M7 Focussed Psychological Strategies,1 No subgroup,May-10,"194,448"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-10,"194,783"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-10,"192,160"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-10,"195,210"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-10,"198,878"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-10,"188,110"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-10,"204,470"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-10,"185,112"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-11,"132,398"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-11,"182,610"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-11,"226,380"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-11,"184,159"
M7 Focussed Psychological Strategies,1 No subgroup,May-11,"217,180"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-11,"211,939"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-11,"201,655"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-11,"224,181"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-11,"212,532"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-11,"194,445"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-11,"187,381"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-11,"157,371"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-12,"127,823"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-12,"178,021"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-12,"209,304"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-12,"170,911"
M7 Focussed Psychological Strategies,1 No subgroup,May-12,"220,218"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-12,"194,540"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-12,"196,765"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-12,"211,874"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-12,"198,737"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-12,"210,415"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-12,"217,668"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-12,"187,073"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-13,"153,084"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-13,"190,856"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-13,"207,261"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-13,"201,380"
M7 Focussed Psychological Strategies,1 No subgroup,May-13,"233,104"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-13,"198,949"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-13,"212,762"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-13,"214,056"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-13,"197,186"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-13,"208,480"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-13,"202,905"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-13,"173,816"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-14,"152,260"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-14,"193,395"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-14,"223,858"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-14,"203,411"
M7 Focussed Psychological Strategies,1 No subgroup,May-14,"233,814"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-14,"216,104"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-14,"222,999"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-14,"212,802"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-14,"217,552"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-14,"222,998"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-14,"213,729"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-14,"202,780"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-15,"166,913"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-15,"216,883"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-15,"254,753"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-15,"226,470"
M7 Focussed Psychological Strategies,1 No subgroup,May-15,"248,683"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-15,"248,582"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-15,"248,362"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-15,"242,176"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-15,"241,697"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-15,"241,600"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-15,"243,363"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-15,"218,411"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-16,"171,894"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-16,"249,900"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-16,"269,815"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-16,"259,016"
M7 Focussed Psychological Strategies,1 No subgroup,May-16,"283,597"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-16,"268,342"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-16,"246,049"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-16,"275,321"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-16,"248,186"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-16,"240,402"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-16,"271,422"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-16,"207,631"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-17,"196,619"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-17,"262,816"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-17,"303,221"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-17,"236,255"
M7 Focussed Psychological Strategies,1 No subgroup,May-17,"310,202"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-17,"287,530"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-17,"264,381"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-17,"297,693"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-17,"257,705"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-17,"271,232"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-17,"287,364"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-17,"220,980"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-18,"207,607"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-18,"269,008"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-18,"304,133"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-18,"266,214"
M7 Focussed Psychological Strategies,1 No subgroup,May-18,"323,322"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-18,"293,925"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-18,"286,806"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-18,"311,888"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-18,"272,196"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-18,"291,984"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-18,"301,648"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-18,"231,464"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-19,"220,137"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-19,"284,230"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-19,"312,863"
M7 Focussed Psychological Strategies,1 No subgroup,Apr-19,"283,784"
M7 Focussed Psychological Strategies,1 No subgroup,May-19,"338,687"
M7 Focussed Psychological Strategies,1 No subgroup,Jun-19,"293,305"
M7 Focussed Psychological Strategies,1 No subgroup,Jul-19,"309,670"
M7 Focussed Psychological Strategies,1 No subgroup,Aug-19,"313,678"
M7 Focussed Psychological Strategies,1 No subgroup,Sep-19,"282,514"
M7 Focussed Psychological Strategies,1 No subgroup,Oct-19,"306,371"
M7 Focussed Psychological Strategies,1 No subgroup,Nov-19,"292,507"
M7 Focussed Psychological Strategies,1 No subgroup,Dec-19,"236,151"
M7 Focussed Psychological Strategies,1 No subgroup,Jan-20,"225,917"
M7 Focussed Psychological Strategies,1 No subgroup,Feb-20,"290,041"
M7 Focussed Psychological Strategies,1 No subgroup,Mar-20,"276,893"
M8 Pregnancy Support Counselling,1 No subgroup,Jan-07,2
M8 Pregnancy Support Counselling,1 No subgroup,Apr-07,3
M8 Pregnancy Support Counselling,1 No subgroup,May-07,9
M8 Pregnancy Support Counselling,1 No subgroup,Jul-07,8
M8 Pregnancy Support Counselling,1 No subgroup,Aug-07,7
M8 Pregnancy Support Counselling,1 No subgroup,Sep-07,4
M8 Pregnancy Support Counselling,1 No subgroup,Oct-07,5
M8 Pregnancy Support Counselling,1 No subgroup,Nov-07,4
M8 Pregnancy Support Counselling,1 No subgroup,Dec-07,5
M8 Pregnancy Support Counselling,1 No subgroup,Jan-08,5
M8 Pregnancy Support Counselling,1 No subgroup,Feb-08,7
M8 Pregnancy Support Counselling,1 No subgroup,Mar-08,6
M8 Pregnancy Support Counselling,1 No subgroup,Apr-08,3
M8 Pregnancy Support Counselling,1 No subgroup,May-08,7
M8 Pregnancy Support Counselling,1 No subgroup,Jun-08,8
M8 Pregnancy Support Counselling,1 No subgroup,Jul-08,13
M8 Pregnancy Support Counselling,1 No subgroup,Aug-08,14
M8 Pregnancy Support Counselling,1 No subgroup,Sep-08,25
M8 Pregnancy Support Counselling,1 No subgroup,Oct-08,14
M8 Pregnancy Support Counselling,1 No subgroup,Nov-08,7
M8 Pregnancy Support Counselling,1 No subgroup,Dec-08,7
M8 Pregnancy Support Counselling,1 No subgroup,Jan-09,16
M8 Pregnancy Support Counselling,1 No subgroup,Feb-09,16
M8 Pregnancy Support Counselling,1 No subgroup,Mar-09,16
M8 Pregnancy Support Counselling,1 No subgroup,Apr-09,14
M8 Pregnancy Support Counselling,1 No subgroup,May-09,19
M8 Pregnancy Support Counselling,1 No subgroup,Jun-09,12
M8 Pregnancy Support Counselling,1 No subgroup,Jul-09,21
M8 Pregnancy Support Counselling,1 No subgroup,Aug-09,14
M8 Pregnancy Support Counselling,1 No subgroup,Sep-09,21
M8 Pregnancy Support Counselling,1 No subgroup,Oct-09,16
M8 Pregnancy Support Counselling,1 No subgroup,Nov-09,20
M8 Pregnancy Support Counselling,1 No subgroup,Dec-09,38
M8 Pregnancy Support Counselling,1 No subgroup,Jan-10,30
M8 Pregnancy Support Counselling,1 No subgroup,Feb-10,17
M8 Pregnancy Support Counselling,1 No subgroup,Mar-10,24
M8 Pregnancy Support Counselling,1 No subgroup,Apr-10,27
M8 Pregnancy Support Counselling,1 No subgroup,May-10,16
M8 Pregnancy Support Counselling,1 No subgroup,Jun-10,16
M8 Pregnancy Support Counselling,1 No subgroup,Jul-10,25
M8 Pregnancy Support Counselling,1 No subgroup,Aug-10,28
M8 Pregnancy Support Counselling,1 No subgroup,Sep-10,22
M8 Pregnancy Support Counselling,1 No subgroup,Oct-10,28
M8 Pregnancy Support Counselling,1 No subgroup,Nov-10,29
M8 Pregnancy Support Counselling,1 No subgroup,Dec-10,31
M8 Pregnancy Support Counselling,1 No subgroup,Jan-11,18
M8 Pregnancy Support Counselling,1 No subgroup,Feb-11,15
M8 Pregnancy Support Counselling,1 No subgroup,Mar-11,23
M8 Pregnancy Support Counselling,1 No subgroup,Apr-11,16
M8 Pregnancy Support Counselling,1 No subgroup,May-11,14
M8 Pregnancy Support Counselling,1 No subgroup,Jun-11,21
M8 Pregnancy Support Counselling,1 No subgroup,Jul-11,13
M8 Pregnancy Support Counselling,1 No subgroup,Aug-11,12
M8 Pregnancy Support Counselling,1 No subgroup,Sep-11,20
M8 Pregnancy Support Counselling,1 No subgroup,Oct-11,24
M8 Pregnancy Support Counselling,1 No subgroup,Nov-11,19
M8 Pregnancy Support Counselling,1 No subgroup,Dec-11,42
M8 Pregnancy Support Counselling,1 No subgroup,Jan-12,25
M8 Pregnancy Support Counselling,1 No subgroup,Feb-12,34
M8 Pregnancy Support Counselling,1 No subgroup,Mar-12,29
M8 Pregnancy Support Counselling,1 No subgroup,Apr-12,14
M8 Pregnancy Support Counselling,1 No subgroup,May-12,17
M8 Pregnancy Support Counselling,1 No subgroup,Jun-12,17
M8 Pregnancy Support Counselling,1 No subgroup,Jul-12,34
M8 Pregnancy Support Counselling,1 No subgroup,Aug-12,33
M8 Pregnancy Support Counselling,1 No subgroup,Sep-12,28
M8 Pregnancy Support Counselling,1 No subgroup,Oct-12,26
M8 Pregnancy Support Counselling,1 No subgroup,Nov-12,35
M8 Pregnancy Support Counselling,1 No subgroup,Dec-12,26
M8 Pregnancy Support Counselling,1 No subgroup,Jan-13,26
M8 Pregnancy Support Counselling,1 No subgroup,Feb-13,26
M8 Pregnancy Support Counselling,1 No subgroup,Mar-13,34
M8 Pregnancy Support Counselling,1 No subgroup,Apr-13,32
M8 Pregnancy Support Counselling,1 No subgroup,May-13,56
M8 Pregnancy Support Counselling,1 No subgroup,Jun-13,43
M8 Pregnancy Support Counselling,1 No subgroup,Jul-13,61
M8 Pregnancy Support Counselling,1 No subgroup,Aug-13,49
M8 Pregnancy Support Counselling,1 No subgroup,Sep-13,56
M8 Pregnancy Support Counselling,1 No subgroup,Oct-13,62
M8 Pregnancy Support Counselling,1 No subgroup,Nov-13,63
M8 Pregnancy Support Counselling,1 No subgroup,Dec-13,46
M8 Pregnancy Support Counselling,1 No subgroup,Jan-14,35
M8 Pregnancy Support Counselling,1 No subgroup,Feb-14,28
M8 Pregnancy Support Counselling,1 No subgroup,Mar-14,35
M8 Pregnancy Support Counselling,1 No subgroup,Apr-14,29
M8 Pregnancy Support Counselling,1 No subgroup,May-14,29
M8 Pregnancy Support Counselling,1 No subgroup,Jun-14,64
M8 Pregnancy Support Counselling,1 No subgroup,Jul-14,67
M8 Pregnancy Support Counselling,1 No subgroup,Aug-14,59
M8 Pregnancy Support Counselling,1 No subgroup,Sep-14,54
M8 Pregnancy Support Counselling,1 No subgroup,Oct-14,57
M8 Pregnancy Support Counselling,1 No subgroup,Nov-14,64
M8 Pregnancy Support Counselling,1 No subgroup,Dec-14,67
M8 Pregnancy Support Counselling,1 No subgroup,Jan-15,24
M8 Pregnancy Support Counselling,1 No subgroup,Feb-15,37
M8 Pregnancy Support Counselling,1 No subgroup,Mar-15,32
M8 Pregnancy Support Counselling,1 No subgroup,Apr-15,50
M8 Pregnancy Support Counselling,1 No subgroup,May-15,51
M8 Pregnancy Support Counselling,1 No subgroup,Jun-15,43
M8 Pregnancy Support Counselling,1 No subgroup,Jul-15,46
M8 Pregnancy Support Counselling,1 No subgroup,Aug-15,64
M8 Pregnancy Support Counselling,1 No subgroup,Sep-15,47
M8 Pregnancy Support Counselling,1 No subgroup,Oct-15,46
M8 Pregnancy Support Counselling,1 No subgroup,Nov-15,62
M8 Pregnancy Support Counselling,1 No subgroup,Dec-15,71
M8 Pregnancy Support Counselling,1 No subgroup,Jan-16,52
M8 Pregnancy Support Counselling,1 No subgroup,Feb-16,64
M8 Pregnancy Support Counselling,1 No subgroup,Mar-16,56
M8 Pregnancy Support Counselling,1 No subgroup,Apr-16,50
M8 Pregnancy Support Counselling,1 No subgroup,May-16,53
M8 Pregnancy Support Counselling,1 No subgroup,Jun-16,50
M8 Pregnancy Support Counselling,1 No subgroup,Jul-16,54
M8 Pregnancy Support Counselling,1 No subgroup,Aug-16,51
M8 Pregnancy Support Counselling,1 No subgroup,Sep-16,36
M8 Pregnancy Support Counselling,1 No subgroup,Oct-16,40
M8 Pregnancy Support Counselling,1 No subgroup,Nov-16,100
M8 Pregnancy Support Counselling,1 No subgroup,Dec-16,77
M8 Pregnancy Support Counselling,1 No subgroup,Jan-17,72
M8 Pregnancy Support Counselling,1 No subgroup,Feb-17,79
M8 Pregnancy Support Counselling,1 No subgroup,Mar-17,87
M8 Pregnancy Support Counselling,1 No subgroup,Apr-17,44
M8 Pregnancy Support Counselling,1 No subgroup,May-17,81
M8 Pregnancy Support Counselling,1 No subgroup,Jun-17,73
M8 Pregnancy Support Counselling,1 No subgroup,Jul-17,82
M8 Pregnancy Support Counselling,1 No subgroup,Aug-17,97
M8 Pregnancy Support Counselling,1 No subgroup,Sep-17,55
M8 Pregnancy Support Counselling,1 No subgroup,Oct-17,79
